,Destination_link,Review,Sentiment Score
1618,191149,"I was single women traveller from Canada and wanted to see many places after booking the tour with Amazing India Tours was able to add more destination as I wanted to add more I would say Tourradar and Amazing India Tours are great travel partner of...

            Show more",4
1638,88877,"I and my husband planned to celebrate my birthday in India.We searched for the travel agency online and got in touch with Swastik India Journeys.The package they offered us was very reasonable compared to other travel agents.Services offered were...

            Show more",4
1639,88877,"it was a lovely experience.Hotels,driver and guides were very good.Representatives at each place were very professional and helpful.Our whole tour was great but the cooking demo and dinner with the local Indian family was the best part of the tour.We...

            Show more",4
1647,228736,"A good tour that went quite smoothly.  A couple of the hotels didn't have hot water which put a dampened on the...

            Show more",4
1659,136850,"We had a good time with Iqrar, he was very knowledable and professional, with a lot of stories from the history, he was also adepttable with the tour.",4
1672,190760,"Food was bit spicy in India we have seen cows and animals on the road but it was very lovely trip of India hotels has been nice and all has beautiful rooms.

Highly recommended.

Cheers
Konika, Washington",4
1685,214131,"The tour was very enjoyable. The driver, guides and reps couldn’t do enough for us. The online booking was good and all queries answered quickly. The hotels were good all were 4/5 star. Everything Went smoothly. I would definitely use Tour Radar again.",4
1687,214131,Very good services and prices I loved all experience but it was very hot in month of july rest everything was good,4
1720,185266,I had a great time. India  is beautiful. The tour was well organised. The leader Kanchan was wonderful. Thankfully I booked tour ending a few days before coronavirus outbreaks caused travel restrictions in India.,4
1735,132076,"Very good value for cost of tour. Disappointed I was the only guest.  Extremely happy with Neeraj my driver, he kept me safe and lee good care of me.",4
1736,81103,"The tour was very enjoyable. The driver, guides and reps couldn’t do enough for us.  The online booking was good and all queries answered quickly.  The hotels were good all were 4/5 star.  Everything
Went smoothly. I would definitely use Tour Radar again.

            Show more",4
1737,81103,A great tour with knowledgeable guides and reliable driver. Some of the hotels were not of the luxury standard we expected,4
1741,81103,"We took up this took with an expectation to experience the hustle bustle of the colorful cities along with the view of a wonderful Taj Mahal, and we weren't disappointed. The Royal Jaipur with all the palaces and lakes were indeed something worth a...

            Show more",4
